target_id	run_id	static_index	function_occurrence	artifact_path	artifact_sha256	terminal_status	callback_address_count	warp_records	overflow	drop	classification	static_mref_set_sha256	address_context_sha256
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	32	1	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff/raw_shards/mref_32.bin	cad4dd07e6ec85839f8f2749be92b4b77d7c7a68e2aa2ceb5cb1fa8ac345cd27	COMPLETE	1	1	0	0	EXECUTED_SHARD	f9b0f40792fe2b1576728d944294c223ddef0269720c91877fe0ab08f09b45f7	297d70636756f7a13f187e5988b4a4d92dbaf7e3bcb8220eb6898d2662086f73
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	44	1	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff/raw_shards/mref_44.bin	f7ee9cd6754d9f743799f9bb8a2a320b6210d48a19c7958806d3e8663cd951e5	COMPLETE	1	1	0	0	EXECUTED_SHARD	f9b0f40792fe2b1576728d944294c223ddef0269720c91877fe0ab08f09b45f7	d5818b2cc0689655bd623ce251ecb5606bf21684b5a705b2d5fae6ceb406b53f
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	7	1	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff/raw_shards/mref_7.bin	f051fc7330a3f5705ab5549049ab8ce0fb4981f4fe9fb00b1c4d557e307d685c	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	f9b0f40792fe2b1576728d944294c223ddef0269720c91877fe0ab08f09b45f7	12f996b7bebab8d0ae9ad09138bae59957bb9a04165b504da9b13ca2b5b19b4d
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	75	1	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff/raw_shards/mref_75.bin	fae702d46325cef214eb06d9ecfb4e2929e13c542c08520ac68eacb3de1f09ff	COMPLETE	1	1	0	0	EXECUTED_SHARD	f9b0f40792fe2b1576728d944294c223ddef0269720c91877fe0ab08f09b45f7	ff4599a9573640712b1a122ecf516522cb5790887f4c219ea6b7a81f6fc42ebc
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	8	1	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff/raw_shards/mref_8.bin	72a7f59c5c2dc8615d2ee68852f3d4264979cd68cc5514d93a7a1cec7e201e2a	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	f9b0f40792fe2b1576728d944294c223ddef0269720c91877fe0ab08f09b45f7	a19f340541e4db86a39ca1f74dd410e527d7723d907ea2a24ca2bd1b3e7f15fc
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	90	1	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff/raw_shards/mref_90.bin	691028419209efd624e83eeda8ae8f101af8ffe79a3b8f39e36911f879c401c6	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	f9b0f40792fe2b1576728d944294c223ddef0269720c91877fe0ab08f09b45f7	803a813f1077a5b319a05f09b9fe85190c2b1edbac5d38a7283ea85e83bcbdf3
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	129	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_129.bin	952a8312a8a72d34aeede92294dfb16e9cd054fd0c799ab8f2fdde00a2770c5c	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	8a3e108ce0aa0cf2b092f745474a576ae319ca8ba8b3439fe354995dd63c29b7
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	1297	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_1297.bin	99ab1fd8b521885abae0fb2132bae2b71b655bcc6ed6ef6070efd7d4dc8d7050	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	7941de0a17330fd6835f9a0a905c8a77e9cc0658a596e20f2f4c427fdc23e73d
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	1298	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_1298.bin	794f1e9849060e8ac45ba11d810ca2f6e6541eec8866e5283df28a42328fbd2b	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	762acad180e5cd7c2bf5d2e95b5ef219d8e044c269502685b609f05d805f10c6
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	132	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_132.bin	755fabaef3445820b6bec6fd1ae88d45f1afda1083ce9693b74b88902c204f71	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	a3b69c6b39a0ca7a9a67d9da04614bae58e4755c91d0b40c13c48d22b0f8289b
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	135	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_135.bin	448d78382cb38585b2d04593958d29a6e61085587b2ddb2e7874d5466afac148	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	0971e394019ca0a2e292443f955309413ce8e90c47f1e9f9e6e9e80230d1939a
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	137	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_137.bin	5535ee0611b59406709a82bb8647fc4c2b8f588fccaf18d0d83a56bba6eb5b18	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	2efaa94eec6a31a35d72401869304a9e5983715d9aaf02b705479cef1fe6e36c
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	139	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_139.bin	fa02eb0424755e87d59f5cbef1b2e0f9c313388ceb6c43522b8c30597f333960	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	3b984e73f35404395cb817d4997e1a4f966970cf08180d15fe74bb1da2168aec
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	142	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_142.bin	10be97bc0893c3e7af295b6811b0f9db50c59994d35f3a4e4a37c3945fb55085	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	ad7a0219cfbc341cc430a8f82feaf830fc26dbc98251a6ddbab611ff0735d4c8
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	145	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_145.bin	24b6c3f16e6a3b8c4599e04430a49bde539e46948a64b4226b40fe5aba651be2	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	fe762d83708e989759d9ff88efb1dc3ac8db4d21ab29f7c4b4816a57887e5eed
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	149	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_149.bin	07e2ab0b5931a96f7f8de143a2094d787fc2bd46db6d96cb5bb89e322e18c044	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	0bee28873a24944d78d25ce78a8d2c5de4d35b22cae6cc9e9be1c7f38f702bdb
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	153	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_153.bin	28d465c8c9740eb65dd26870b9b1213956d9da972d1d46642f248e45564d5fe7	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	ae48123526c41b2f0adbff810043750575ae431973e338ec1d1edac5944a7579
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	157	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_157.bin	4d587451e7fecbbde158a39018657ebc6c447c86196ea8fb901796029b8dd554	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	d73c8daea31c25b98fb0c7bead9a83dd47db8fdb96a79d5a2adeb9b22a7f1039
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	159	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_159.bin	edbdda86c0173585743ab8e9a5ea190fc5bae7db78ffa97fc5d23c06803854e6	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	cd700fbd13142e9ce30d01e45fe646354b0a1aa65dc6c1a4d21a92454d19ffa3
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	162	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_162.bin	750b9fb3014eea2a80bbf040a2120ce8e01dd07fd518a00f072cebc20cc4fd8e	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	3240aae407960f500b5326758a5e1253cf56cdf3e3585478b31be4f4d2b1de66
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	163	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_163.bin	e8afefb9a7767fc1e89f93e721fd3a459bb8d848b5fcfef6799dd823d9f1d90d	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	4a4d419813ae38db202e33ef6f82b85dad664e665b395d0f733bce9f5a87bec3
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	165	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_165.bin	f86f23958fe0c0e59f483dab715c65284df748161a0ca15a4e5da0c258c9a7a0	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	cac7f1178f2a697b88968d2f28edf4719d6b8e7c91c71ed242442b5d35e2fcfb
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	166	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_166.bin	774c30ebf7c1cc21a3b8b8eff3c33e81bd3ca85b218c1d4df191c0c3d0eb8afd	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	60ef2e00c99d56a7fc97c73afff18432e7d728f373eda3851056cba56b747916
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	169	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_169.bin	513eeb66d9a9eb3757fae5594d363787c6ff8db7eb92eead2be8d1efd701e575	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	692176b07f2296a6297cdc25dfd70d48651595e43c6c8f3ceb2e707bd4f999a7
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	181	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_181.bin	1dabf8b35f902be58b337ca0f140c18125f42c1d7b1c1fb2deb5cdcf19212fa7	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	2f898a95eab67070cf2ce3a69836d2506b8813bda6f158a7fd0007b0d693f1f7
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	217	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_217.bin	54d00dce0c118494f244a5d4653d1682cd9c25d613bd9cb61ef4486ee19c53b1	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	ca311c3bdbd22a93eeac5a4a46cbaad3428f8624058003ceb3b1974d8a883662
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	2733	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_2733.bin	994283a98729ae87aca30d5bb8c8df978fc36d1013efc1f4243147640be2b0bd	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	b0e33a4fa029a00519f2704d1967f6835179e7be4be069c4241ac1c9debf7d90
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	2735	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_2735.bin	71be4c59fd5d6349f2aadb54e5f7b29f9a2611d373b7a07a0f399bd67b0dfd74	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	fe3290cb0ac6dd58ac431b9d05fac3dcb6fa626122c89df6ba240ec11a7b5968
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	30	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_30.bin	0f2a5179a36ab59c617fcd54a2b5d0066b3122fa4312742ed9b59d71f48db5c0	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	15c177c529a75933e0136ff246f8070133bd3be3c14517788310c66cdba0e320
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	3053	24	/data/c16/capture/transferred/C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119/raw_shards/mref_3053.bin	e2d5793767963e5faf9d2ba2da79e6a4a028bf6970c885db25c8a339a2ea8bd8	COMPLETE	0	0	0	0	ZERO_EXECUTION_PROVEN	2f2c7bf3f901012123c805dbf377d259196afd2a61cb76626b93b865c8ed38e5	48cad5fcb62b908e48f8936e2af415b0fbb7758175e8eae2eedc239173c3d863
