authority	model_label	model_id	revision	scenario	source_class	batch	context_tokens	decode_steps	historical_status	prospective_status	source_sha256	token_sequence_sha256	payload_path	payload_sha256	tokenizer_json_sha256	no_retokenization_after_freeze
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-0.5B-Instruct	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	S2_CODE	CODE	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	80e1de76ca1c7e0c136a9bf44eb886f150824bc4ac3fefb74920e605490620f6	e4b6fb00afa9f3f16bdbe8b9c48936338a0cb7f6d2c0754bf85a73925f9fd4ca	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-0.5b-instruct__S2_CODE.json	f28bf68c9367d14dd405ba2906db2bc770ce98200e462b57d65c0a6cdb4c834e	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-0.5B-Instruct	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	S2_STRUCTURED	STRUCTURED	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	560f2d3866e678a9f2631e7a0cbab0f7cc11252b100cae80fd33df630e1db48e	469199441c87933e8fab342b5a00a072a0051810ca6633b35174a2415b523b7f	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-0.5b-instruct__S2_STRUCTURED.json	dab32ef65147e928e87ea47b7cd8de3b08f83a14b6694e56398aeb49604b94e8	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-0.5B-Instruct	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	S3_TEXT	TEXT	1	8192	16	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	52761ce278c0e4819f153036e2b93e2b921d7963dda6a1d67a8192503612fa9c	bc3decf96486dbdbaf88ffc83437ea3349f0c779f1c4606656b5d62d2deb3aae	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-0.5b-instruct__S3_TEXT.json	6e29dadf45ae139b9af9e5159864cbe44a1c76cb0ab38a2e972ca59051e87ee3	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-0.5B-Instruct	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	S4_STRUCTURED	STRUCTURED	4	2048	16	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	560f2d3866e678a9f2631e7a0cbab0f7cc11252b100cae80fd33df630e1db48e	f48dd0ac13f7eaa2b4bc526333e7b3c013af63661c0d4e6ae84c93c208d7f971	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-0.5b-instruct__S4_STRUCTURED.json	101804d654e27e6e72876a3dda838bbcff17d1d755318dc3420c2a98c9c86109	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B raw	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	S0_TEXT	TEXT	1	128	4	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	52761ce278c0e4819f153036e2b93e2b921d7963dda6a1d67a8192503612fa9c	23e792e36e643b155ef095083e64ef766f7fc7699709b4f46ec5336ca6cb9a4d	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-raw__S0_TEXT.json	98a0a241dc32137a3c6aa2904d62de534fd0d581859534419ea14d6914f77573	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B raw	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	S1_CODE	CODE	1	256	16	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	80e1de76ca1c7e0c136a9bf44eb886f150824bc4ac3fefb74920e605490620f6	d1fe8e0fdd223e637dbf506b267477ed9ed4df43b15db0d16c94f7f619142ee9	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-raw__S1_CODE.json	dc1be4bce36b126695087002fd2274d93cb09dbf4f2853ec105ef846ed3e4343	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B raw	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	S2_TEXT	TEXT	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	52761ce278c0e4819f153036e2b93e2b921d7963dda6a1d67a8192503612fa9c	88ec1393a86d75e1284b3f3375f88476ff613f288f8758a8ee66a571fa194f5b	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-raw__S2_TEXT.json	b86be406fca867fec168a436a9a566d85e34fd03b283bdd8276ee9ea54954611	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B raw	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	S2_CODE	CODE	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	80e1de76ca1c7e0c136a9bf44eb886f150824bc4ac3fefb74920e605490620f6	e4b6fb00afa9f3f16bdbe8b9c48936338a0cb7f6d2c0754bf85a73925f9fd4ca	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-raw__S2_CODE.json	5ce93054b2454f393125141e97241ccc5d5f87131b2a9077156a8dc934152402	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B raw	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	S2_STRUCTURED	STRUCTURED	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	560f2d3866e678a9f2631e7a0cbab0f7cc11252b100cae80fd33df630e1db48e	469199441c87933e8fab342b5a00a072a0051810ca6633b35174a2415b523b7f	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-raw__S2_STRUCTURED.json	24b99cd160d11644717e929d47b9a1e9104a7527fe75c17bfb4eb921ba84f5c2	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B raw	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	S3_TEXT	TEXT	1	8192	16	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	52761ce278c0e4819f153036e2b93e2b921d7963dda6a1d67a8192503612fa9c	bc3decf96486dbdbaf88ffc83437ea3349f0c779f1c4606656b5d62d2deb3aae	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-raw__S3_TEXT.json	dce23fbdf49b77718cd3159a869ae69c82903b8b075507d82c433d73207ba61a	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B raw	Qwen/Qwen2.5-7B-Instruct	a09a35458c702b33eeacc393d103063234e8bc28	S4_STRUCTURED	STRUCTURED	4	2048	16	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	560f2d3866e678a9f2631e7a0cbab0f7cc11252b100cae80fd33df630e1db48e	f48dd0ac13f7eaa2b4bc526333e7b3c013af63661c0d4e6ae84c93c208d7f971	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-raw__S4_STRUCTURED.json	45191f535963dd2b54604322221216ae588e64c8fe612d448f44cb6537d91746	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B AWQ	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	S0_TEXT	TEXT	1	128	4	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	52761ce278c0e4819f153036e2b93e2b921d7963dda6a1d67a8192503612fa9c	23e792e36e643b155ef095083e64ef766f7fc7699709b4f46ec5336ca6cb9a4d	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-awq__S0_TEXT.json	212cacb0b5e0610d7012288f580e38ca7fd4b4e776e9e4d7f1c61642f4f0ae20	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B AWQ	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	S1_CODE	CODE	1	256	16	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	80e1de76ca1c7e0c136a9bf44eb886f150824bc4ac3fefb74920e605490620f6	d1fe8e0fdd223e637dbf506b267477ed9ed4df43b15db0d16c94f7f619142ee9	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-awq__S1_CODE.json	ac926e4b273cd92b0fc10f09574458c54d88625b427f0b93548adce7b92b407e	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B AWQ	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	S2_TEXT	TEXT	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	52761ce278c0e4819f153036e2b93e2b921d7963dda6a1d67a8192503612fa9c	88ec1393a86d75e1284b3f3375f88476ff613f288f8758a8ee66a571fa194f5b	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-awq__S2_TEXT.json	ce4dc5b9ba981365e4d74d5f7cf81535bd9513a4e39847b1e829557d3b8f090d	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B AWQ	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	S2_CODE	CODE	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	80e1de76ca1c7e0c136a9bf44eb886f150824bc4ac3fefb74920e605490620f6	e4b6fb00afa9f3f16bdbe8b9c48936338a0cb7f6d2c0754bf85a73925f9fd4ca	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-awq__S2_CODE.json	f05268506ff597ceca1dde6f730a6b2411d84767573b17e4c5a475317724f5fa	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B AWQ	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	S2_STRUCTURED	STRUCTURED	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	560f2d3866e678a9f2631e7a0cbab0f7cc11252b100cae80fd33df630e1db48e	469199441c87933e8fab342b5a00a072a0051810ca6633b35174a2415b523b7f	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-awq__S2_STRUCTURED.json	92d3b36d337c92ae3e2d97e06a60d7a551cba2136fec552f9d27d6f471580f26	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B AWQ	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	S3_TEXT	TEXT	1	8192	16	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	52761ce278c0e4819f153036e2b93e2b921d7963dda6a1d67a8192503612fa9c	bc3decf96486dbdbaf88ffc83437ea3349f0c779f1c4606656b5d62d2deb3aae	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-awq__S3_TEXT.json	bd52a52fb0edaf8b82ff4353a5a9814c673495386aa2450e4de3fd3a324ef72e	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen2.5-7B AWQ	Qwen/Qwen2.5-7B-Instruct-AWQ	b25037543e9394b818fdfca67ab2a00ecc7dd641	S4_STRUCTURED	STRUCTURED	4	2048	16	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	560f2d3866e678a9f2631e7a0cbab0f7cc11252b100cae80fd33df630e1db48e	f48dd0ac13f7eaa2b4bc526333e7b3c013af63661c0d4e6ae84c93c208d7f971	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen2.5-7b-instruct-awq__S4_STRUCTURED.json	b225c75fc3dc0eb9fafe3e9e6d9cd552ac99af9d12dcfe818d3bca793aa8a7b9	c0382117ea329cdf097041132f6d735924b697924d6f6fc3945713e96ce87539	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	S0_TEXT	TEXT	1	128	4	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	52761ce278c0e4819f153036e2b93e2b921d7963dda6a1d67a8192503612fa9c	23e792e36e643b155ef095083e64ef766f7fc7699709b4f46ec5336ca6cb9a4d	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen3-8b__S0_TEXT.json	858d4bd816bd7b6fec59f3b036ffd8aba9aef31a06f39c256b7ea5e7013bc12d	aeb13307a71acd8fe81861d94ad54ab689df773318809eed3cbe794b4492dae4	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	S1_CODE	CODE	1	256	16	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	80e1de76ca1c7e0c136a9bf44eb886f150824bc4ac3fefb74920e605490620f6	d1fe8e0fdd223e637dbf506b267477ed9ed4df43b15db0d16c94f7f619142ee9	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen3-8b__S1_CODE.json	3e039b65630a7771c037a1bbb1a50dd2c9ee0d4e222946072179b5a0a5d3849b	aeb13307a71acd8fe81861d94ad54ab689df773318809eed3cbe794b4492dae4	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	S2_TEXT	TEXT	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	52761ce278c0e4819f153036e2b93e2b921d7963dda6a1d67a8192503612fa9c	88ec1393a86d75e1284b3f3375f88476ff613f288f8758a8ee66a571fa194f5b	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen3-8b__S2_TEXT.json	a9374cb37dcb2f227de13ecbd9b2e7185c829cf2851d180530a80cce94257e82	aeb13307a71acd8fe81861d94ad54ab689df773318809eed3cbe794b4492dae4	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	S2_CODE	CODE	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	80e1de76ca1c7e0c136a9bf44eb886f150824bc4ac3fefb74920e605490620f6	e4b6fb00afa9f3f16bdbe8b9c48936338a0cb7f6d2c0754bf85a73925f9fd4ca	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen3-8b__S2_CODE.json	f1ebfb29c568dbcd56afea3427f0646dc089b293876365f6b21b17652db40165	aeb13307a71acd8fe81861d94ad54ab689df773318809eed3cbe794b4492dae4	True
C16_PROSPECTIVE_COMMON_INPUT_V1	Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	S2_STRUCTURED	STRUCTURED	1	2048	32	SEPARATE_UNCHANGED_AXIS	PROSPECTIVE_FROZEN_INPUT_AUTHORITY_V1	560f2d3866e678a9f2631e7a0cbab0f7cc11252b100cae80fd33df630e1db48e	469199441c87933e8fab342b5a00a072a0051810ca6633b35174a2415b523b7f	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/prospective_inputs/C16_PROSPECTIVE_COMMON_INPUT_V1/qwen3-8b__S2_STRUCTURED.json	4b01b25f405f3f53616c173d7cd72241520ea783fd3aea6a380e011093122813	aeb13307a71acd8fe81861d94ad54ab689df773318809eed3cbe794b4492dae4	True
